record_id;redcap_repeat_instrument;redcap_repeat_instance;exp_time;current;past;type;location;loc_spec;descr;feedback;identity___1;identity___2;identity___3;identity___4;identity___5;identity_spec;social_type___1;social_type___2;social_type___3;social_type___4;removal;future_use;startdate_2;enddate_2
218;;;;;;;;;;;;;;;;;;;;;;;;
218;experience_log;1;2;;17.10.2023 13:00;1;2;;Mensa - people inquisitive about the device;1;0;1;0;0;0;;0;1;1;0;0;No change;17.10.2023 00:37;17.10.2023 00:39
