#ActLogModel=2.0.0
+-------------+ Condor Instruments Report +-------------+
SOFTWARE_VERSION : 2.1.0
LOG_FILE_VERSION : 1.0.3
LOG_CREATION_SV : 2.1.0
SUBJECT_NAME : 208_cyepi
SUBJECT_GENDER : 
SUBJECT_DATE_OF_BIRTH : 01/01/2000
SUBJECT_DESCRIPTION : 
DEVICE_ID : 1604
DEVICE_MODEL : ActTrust2
HARDWARE_VERSION : 1.3
FIRMWARE_VERSION : 1.5
MEMORY_SIZE : 7987712
LOG_SIZE : 422528
MEMORY_USAGE : 5.29 %
BATTERY_VOLTAGE : 4.09412
ERROR_FLAG : 0
ERROR_CODE : 0
POWER_DOWN_FLAG : 0
TAT_THRESHOLD : 1024
ORIENTATION : 96
MODE : PIM/TAT/ZCM
INTERVAL : 60
DATA_CORRECTION : 0
DATA_CORRECTION_DESCRIPTION : None
FILE_DATE_TIME : 11/09/2023 11:08:34
CONNECTION_SYSTEM_DATE_TIME : 11/09/2023 11:08:02
CONNECTION_DEVICE_DATE_TIME : 11/09/2023 11:07:43
DEVICE_PLACEMENT : Undefined
+-------------------------------------------------------+
DATE/TIME;MS;EVENT;TEMPERATURE;EXT TEMPERATURE;ORIENTATION;PIM;PIMn;TAT;TATn;ZCM;ZCMn;LIGHT;AMB LIGHT;RED LIGHT;GREEN LIGHT;BLUE LIGHT;IR LIGHT;UVA LIGHT;UVB LIGHT;STATE;CAP_SENS_1;CAP_SENS_2;F1;F2;F3;F4;F5;F6;F7;F8;MELANOPIC EDI;CLEAR
04/09/2023 11:28:14;0;1;28.27;28.62;96;3028;1.78767e-06;127;7.49781e-08;109;6.43513e-08;115.16;58.48;21.08;28.91;14.43;16.62;0.00;5.71;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.00
04/09/2023 11:29:14;0;0;28.15;28.37;96;0;0;0;0;0;0;132.76;67.09;23.34;33.33;18.28;20.80;0.00;6.67;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.00
04/09/2023 11:30:14;0;0;28.10;28.30;96;0;0;0;0;0;0;131.73;66.57;23.15;33.07;18.16;20.63;0.00;6.67;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.00
04/09/2023 11:31:14;0;0;28.10;28.24;96;0;0;0;0;0;0;130.80;66.10;23.00;32.84;18.00;20.45;0.00;6.67;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.00
04/09/2023 11:32:14;0;0;28.08;28.18;96;0;0;0;0;0;0;129.64;65.53;22.80;32.55;17.87;20.31;0.00;6.67;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.00
04/09/2023 11:33:14;0;0;28.06;28.18;96;0;0;0;0;0;0;128.22;64.81;22.56;32.19;17.66;20.06;0.00;6.67;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.00
04/09/2023 11:34:14;0;0;28.05;28.18;96;0;0;0;0;0;0;126.67;64.04;22.28;31.80;17.45;19.81;0.00;6.67;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.00
04/09/2023 11:35:14;0;0;28.05;28.18;96;24;0.4;2;0.0333333;0;0;124.67;63.01;21.86;31.30;17.32;19.35;0.00;6.67;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.00
04/09/2023 11:36:14;0;0;28.05;28.18;96;0;0;0;0;0;0;126.04;63.68;22.07;31.64;17.55;19.47;0.00;6.67;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.00
04/09/2023 11:37:14;0;0;28.04;28.18;96;0;0;0;0;0;0;125.38;63.32;21.92;31.47;17.45;19.37;0.00;6.67;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.00
