record_id;redcap_repeat_instrument;redcap_repeat_instance;exp_time;current;past;type;location;loc_spec;descr;feedback;identity___1;identity___2;identity___3;identity___4;identity___5;identity_spec;social_type___1;social_type___2;social_type___3;social_type___4;removal;future_use;startdate_2;enddate_2
215;;;;;;;;;;;;;;;;;;;;;;;;
215;experience_log;1;2;;02.10.2023 12:33;2;2;;People from the lab asked me what the device was for. I was happy to explain it.;1;0;1;0;0;0;;0;1;0;0;0;It will not really influence it. Maybe I will do more things remotely.;02.10.2023 20:33;02.10.2023 20:35
