record_id;redcap_repeat_instrument;redcap_repeat_instance;exp_time;current;past;type;location;loc_spec;descr;feedback;identity___1;identity___2;identity___3;identity___4;identity___5;identity_spec;social_type___1;social_type___2;social_type___3;social_type___4;removal;future_use;startdate_2;enddate_2
221;;;;;;;;;;;;;;;;;;;;;;;;
221;experience_log;1;2;;27.10.2023 18:55;3;3;;the salesman asked suspiciously and annoyingly that of I am filming the store :) ;1;0;0;0;1;0;;0;1;0;0;0;probably using less in stores ;28.10.2023 12:55;28.10.2023 12:58
