record_id;redcap_repeat_instrument;redcap_repeat_instance;exp_time;current;past;type;location;loc_spec;descr;feedback;identity___1;identity___2;identity___3;identity___4;identity___5;identity_spec;social_type___1;social_type___2;social_type___3;social_type___4;removal;future_use;startdate_2;enddate_2
230;;;;;;;;;;;;;;;;;;;;;;;;
230;experience_log;1;1;07.11.2023 11:19;;3;2;;Working;0;0;0;0;0;0;;0;0;0;0;1;Makes me less likely to wear them;07.11.2023 11:19;07.11.2023 11:19
