record_id;redcap_survey_identifier;light_glasses_evaluation_timestamp;glasses_use;general_feeling;challenges;act_impact;beh_adapt;social;improvements;light_glasses_evaluation_complete
209;209;11.09.2023 08:42;0;it's a bit uncomfortable because people keep watching you.;sometimes people think that it's a video capturing device then I explained to them that it's just a sensor for observing light exposure. ;sometimes I needed to interrupt some tasks while focusing something.;I entered the data a bit later than the specified time if doing something important.;yes, people are curious about whether it's a webcam.;it would be better if the size of the sensor can be minimized.;2
