#ActLogModel=2.0.0
+-------------+ Condor Instruments Report +-------------+
SOFTWARE_VERSION : 2.1.0
LOG_FILE_VERSION : 1.0.3
LOG_CREATION_SV : 2.1.0
SUBJECT_NAME : 218_cyepi
SUBJECT_GENDER : 
SUBJECT_DATE_OF_BIRTH : 01/01/2000
SUBJECT_DESCRIPTION : 
DEVICE_ID : 1604
DEVICE_MODEL : ActTrust2
HARDWARE_VERSION : 1.3
FIRMWARE_VERSION : 1.5
MEMORY_SIZE : 7987712
LOG_SIZE : 427316
MEMORY_USAGE : 5.35 %
BATTERY_VOLTAGE : 4.02353
ERROR_FLAG : 0
ERROR_CODE : 0
POWER_DOWN_FLAG : 0
TAT_THRESHOLD : 1024
ORIENTATION : 96
MODE : PIM/TAT/ZCM
INTERVAL : 60
DATA_CORRECTION : 0
DATA_CORRECTION_DESCRIPTION : None
FILE_DATE_TIME : 23/10/2023 11:05:52
CONNECTION_SYSTEM_DATE_TIME : 23/10/2023 11:05:26
CONNECTION_DEVICE_DATE_TIME : 23/10/2023 11:05:06
DEVICE_PLACEMENT : Undefined
+-------------------------------------------------------+
DATE/TIME;MS;EVENT;TEMPERATURE;EXT TEMPERATURE;ORIENTATION;PIM;PIMn;TAT;TATn;ZCM;ZCMn;LIGHT;AMB LIGHT;RED LIGHT;GREEN LIGHT;BLUE LIGHT;IR LIGHT;UVA LIGHT;UVB LIGHT;STATE;CAP_SENS_1;CAP_SENS_2;F1;F2;F3;F4;F5;F6;F7;F8;MELANOPIC EDI;CLEAR
16/10/2023 09:31:08;0;0;22.36;22.74;96;0;0;0;0;0;0;969.07;477.88;171.55;243.27;106.83;47.86;54.84;38.10;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.00
16/10/2023 09:32:08;0;0;22.28;22.62;96;39;0.65;5;0.0833333;0;0;959.42;472.79;169.67;240.85;105.53;46.59;53.76;37.14;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.00
16/10/2023 09:33:08;0;0;22.35;22.62;96;2860;47.6667;184;3.06667;67;1.11667;388.49;194.39;71.49;97.52;41.96;21.46;20.43;15.71;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.00
16/10/2023 09:34:08;0;0;22.48;22.62;96;5170;86.1667;335;5.58333;98;1.63333;46.62;24.20;9.32;11.70;4.98;4.28;0.00;1.43;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.00
16/10/2023 09:35:08;0;0;22.51;22.62;96;3733;62.2167;262;4.36667;76;1.26667;21.47;10.96;4.13;5.39;2.34;2.68;0.00;0.48;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.00
16/10/2023 09:36:08;0;0;22.31;22.55;96;14;0.233333;2;0.0333333;0;0;38.40;19.47;7.09;9.64;4.61;4.62;0.00;1.90;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.00
16/10/2023 09:37:08;0;0;22.25;22.43;96;16;0.266667;2;0.0333333;0;0;45.64;23.11;8.41;11.46;5.46;4.99;0.00;2.38;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.00
16/10/2023 09:38:08;0;0;22.23;22.43;96;0;0;0;0;0;0;48.58;24.59;8.94;12.19;5.81;5.19;0.00;1.90;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.00
16/10/2023 09:39:08;0;0;22.18;22.37;96;0;0;0;0;0;0;52.04;26.32;9.55;13.06;6.24;5.58;0.00;2.86;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.00
16/10/2023 09:40:08;0;0;22.16;22.30;96;0;0;0;0;0;0;50.71;25.65;9.29;12.73;6.11;5.38;0.00;1.90;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.00
